행정구역코드,시도명,시군구명,연도,총인구,고령인구_65세이상,의사수_예측,구급차수,응급시설수_총,의사_인구10만명당,구급차_인구10만명당,응급시설_인구10만명당,취약지수,취약지역_여부,목표_의사수,추가_의사수,목표_구급차수,추가_구급차수,목표_응급시설수,추가_응급시설수
43720,충청북도,보은군,2028,29601.2931,13735.0,56.96363636,4.0,1.0,192.4363107,13.51292319,3.378230797,0.843372014,0.0,115.4889312,59.0,3.843079583,0.0,0.817964756,0.0
43740,충청북도,영동군,2028,42454.54545,18680.0,94.63636364,6.0,1.0,222.9122056,14.13276231,2.355460385,0.851344374,0.0,165.6356721,71.0,5.511792889,0.0,1.173135302,1.0
43730,충청북도,옥천군,2028,46668.31683,18854.0,85.08484848,5.0,1.0,182.3182284,10.71390686,2.142781373,0.868671079,0.0,182.075628,97.0,6.058858813,2.0,1.289573339,1.0
43770,충청북도,음성군,2028,97407.66551,27956.0,174.8060606,6.0,1.0,179.4582179,6.159679496,1.026613249,0.892644798,0.0,380.034316,206.0,12.64625195,7.0,2.691640432,2.0
43150,충청북도,제천시,2028,127003.1447,40387.0,336.169697,5.0,2.0,264.6939947,3.936910392,1.574764157,0.894761819,0.0,495.5005641,160.0,16.48857671,12.0,3.509444532,2.0
43745,충청북도,증평군,2028,38457.03125,9845.0,56.61818182,1.0,0.0,147.2245256,2.600304723,0.0,0.96020151,1.0,150.0394398,94.0,4.992803223,4.0,1.062673042,2.0
43750,충청북도,진천군,2028,97906.10329,20854.0,167.6121212,6.0,1.0,171.1968055,6.128320706,1.021386784,0.854373772,0.0,381.9789623,215.0,12.71096318,7.0,2.705413632,2.0
43110,충청북도,청주시,2028,877770.0,175554.0,2574.127273,18.0,10.0,293.2576042,2.050651082,1.139250601,0.868606732,0.0,3424.604417,851.0,113.9592096,96.0,24.25518782,15.0
43130,충청북도,충주시,2028,213347.6703,59524.0,518.8848485,10.0,2.0,243.2109279,4.687185001,0.937437,0.897640077,0.0,832.3722318,314.0,27.69852225,18.0,5.895380125,4.0
51150,강원특별자치도,강릉시,2029,206138.7097,63903.0,828.0666667,9.0,4.0,401.7036237,4.365992207,1.940440981,0.854455169,0.0,804.2465972,0.0,26.76259661,18.0,5.696176812,2.0
51820,강원특별자치도,고성군,2029,27442.35925,10236.0,28.34545455,4.0,0.0,103.2908807,14.57600625,0.0,0.890242336,0.0,107.0658882,79.0,3.562789307,0.0,0.758307504,1.0
51170,강원특별자치도,동해시,2029,85445.18272,25719.0,169.6121212,6.0,2.0,198.5040184,7.022045958,2.340681986,0.838367467,0.0,333.3628971,164.0,11.09318556,6.0,2.361084288,1.0
51230,강원특별자치도,삼척시,2029,59341.88034,20829.0,106.430303,11.0,1.0,179.3510796,18.53665562,1.685150511,0.794114857,0.0,231.521316,126.0,7.704243458,0.0,1.63977859,1.0
51210,강원특별자치도,속초시,2029,81706.08108,24185.0,208.1030303,4.0,2.0,254.6971138,4.895596444,2.447798222,0.844029382,0.0,318.7748569,111.0,10.6077451,7.0,2.257762674,1.0
51800,강원특별자치도,양구군,2029,19822.08589,6462.0,29.06666667,5.0,1.0,146.6377798,25.22438873,5.044877747,0.619412419,0.0,77.33552399,49.0,2.57346371,0.0,0.547738492,0.0
51830,강원특별자치도,양양군,2029,27332.52427,11261.0,25.44848485,3.0,0.0,93.10696881,10.97593464,0.0,0.926261382,1.0,106.637369,82.0,3.548529641,1.0,0.755272463,1.0
51750,강원특별자치도,영월군,2029,35719.04762,15002.0,65.69090909,9.0,1.0,183.9100241,25.19664045,2.799626716,0.758121722,0.0,139.3572442,74.0,4.637336016,0.0,0.987015059,0.0
51130,강원특별자치도,원주시,2029,371302.521,88370.0,1283.345455,13.0,4.0,345.6333803,3.501188186,1.077288673,0.864476259,0.0,1448.63034,166.0,48.2055001,36.0,10.26010502,7.0
51810,강원특별자치도,인제군,2029,31817.58958,9768.0,35.34545455,6.0,0.0,111.087782,18.85749386,0.0,0.825779503,0.0,124.1357734,89.0,4.130817139,0.0,0.879207094,1.0
51770,강원특별자치도,정선군,2029,31437.5,13078.0,46.05454545,9.0,1.0,146.495572,28.62823062,3.180914513,0.727221365,0.0,122.6528605,77.0,4.081470832,0.0,0.868704179,0.0
51780,강원특별자치도,철원군,2029,38366.07143,12891.0,71.23636364,5.0,1.0,185.6754184,13.03234815,2.60646963,0.80043497,0.0,149.6845616,79.0,4.980994083,0.0,1.060159573,1.0
51110,강원특별자치도,춘천시,2029,292386.7188,74851.0,1045.272727,8.0,3.0,357.4966509,2.73610239,1.026038396,0.88299676,0.0,1140.741707,96.0,37.96001159,30.0,8.079445389,6.0
51190,강원특별자치도,태백시,2029,35397.2973,13097.0,79.55757576,4.0,1.0,224.7560741,11.30029778,2.825074445,0.822113599,0.0,138.1019409,59.0,4.595563784,1.0,0.978124217,0.0
51760,강원특별자치도,평창군,2029,39185.27316,16497.0,68.73939394,8.0,1.0,175.4215,20.41583318,2.551979148,0.796630029,0.0,152.880663,85.0,5.087349485,0.0,1.082796359,1.0
51720,강원특별자치도,홍천군,2029,65549.26108,26613.0,142.6787879,11.0,1.0,217.6665084,16.78127231,1.52557021,0.835281167,0.0,255.7393042,114.0,8.510135894,0.0,1.811305512,1.0
51790,강원특별자치도,화천군,2029,22363.36336,7447.0,49.92121212,4.0,1.0,223.2276573,17.88639721,4.471599302,0.696626401,0.0,87.25027393,38.0,2.903392931,0.0,0.617960945,0.0
51730,강원특별자치도,횡성군,2029,46324.13793,20151.0,67.73939394,9.0,1.0,146.2291517,19.42831621,2.158701801,0.821567846,0.0,180.7328199,113.0,6.014174721,0.0,1.280062734,1.0
41820,경기도,가평군,2029,62720.1087,23081.0,101.0606061,6.0,1.0,161.1295136,9.566309952,1.594384992,0.875165377,0.0,244.7014153,144.0,8.14283242,3.0,1.733128287,1.0
41280,경기도,고양시,2029,1065360.0,239706.0,3945.563636,18.0,8.0,370.35027,1.689569723,0.750919877,0.888862531,0.0,4156.483545,211.0,138.3136625,121.0,29.43881301,22.0
41290,경기도,과천시,2029,98511.23596,17535.0,140.769697,3.0,0.0,142.8970976,3.045337896,0.0,0.929842538,1.0,384.3398769,244.0,12.7895264,10.0,2.722135104,3.0
41210,경기도,광명시,2029,289378.5047,61927.0,1168.29697,5.0,2.0,403.7262446,1.727840845,0.691136338,0.87904195,0.0,1129.005212,0.0,37.56946087,33.0,7.9963202,6.0
41610,경기도,광주시,2029,409714.9321,90547.0,759.2121212,8.0,1.0,185.3025266,1.952577115,0.244072139,0.939721598,1.0,1598.495695,840.0,53.19251037,46.0,11.32154509,11.0
41310,경기도,구리시,2029,174042.735,40726.0,851.0121212,4.0,2.0,488.9673338,2.298286107,1.149143054,0.849033436,0.0,679.0247094,0.0,22.59563727,19.0,4.809277176,3.0
41410,경기도,군포시,2029,251520.3252,61874.0,737.769697,5.0,2.0,293.3240868,1.987910916,0.795164366,0.906075599,1.0,981.3021824,244.0,32.65440544,28.0,6.950195072,5.0
41570,경기도,김포시,2029,520637.3057,100483.0,1409.018182,9.0,2.0,270.63335,1.728650618,0.384144582,0.908276127,1.0,2031.25741,623.0,67.59335116,59.0,14.3866339,13.0
41360,경기도,남양주시,2029,741044.843,165253.0,1729.351515,12.0,4.0,233.3666486,1.619335201,0.5397784,0.922365335,1.0,2891.173591,1162.0,96.20844253,85.0,20.47709747,17.0
41250,경기도,동두천시,2029,87173.77049,26588.0,192.9454545,4.0,1.0,221.3342998,4.588536182,1.147134045,0.899784802,0.0,340.1069522,148.0,11.31760482,8.0,2.408849899,2.0
41190,경기도,부천시,2029,748243.0279,187809.0,2761.812121,11.0,6.0,369.1062955,1.470110591,0.801878504,0.901696911,1.0,2919.257184,158.0,97.14296918,87.0,20.67600303,15.0
41130,경기도,성남시,2029,893149.3213,197386.0,5028.218182,17.0,8.0,562.9762081,1.903377139,0.895706889,0.843313683,0.0,3484.606572,0.0,115.9558776,99.0,24.68016056,17.0
41110,경기도,수원시,2029,1232297.297,227975.0,4777.490909,17.0,8.0,387.6897985,1.37953723,0.649193991,0.869697826,0.0,4807.786513,31.0,159.9868143,143.0,34.05174749,27.0
41390,경기도,시흥시,2029,583000.0,99110.0,1381.963636,8.0,3.0,237.0435054,1.372212693,0.51457976,0.900335002,1.0,2274.564379,893.0,75.68978115,68.0,16.10988585,14.0
41270,경기도,안산시,2029,663879.2271,137423.0,2032.745455,12.0,6.0,306.192056,1.807557687,0.903778843,0.881435216,0.0,2590.113279,558.0,86.19017737,75.0,18.34480028,13.0
41550,경기도,안성시,2029,216446.7213,52813.0,411.769697,7.0,2.0,190.2406719,3.234052222,0.924014921,0.9023108,1.0,844.4631257,433.0,28.10086615,22.0,5.981015389,4.0
41170,경기도,안양시,2029,527365.2174,121294.0,1972.309091,8.0,3.0,373.9930177,1.516975283,0.568865731,0.901035035,1.0,2057.506241,86.0,68.46682314,61.0,14.57254451,12.0
41630,경기도,양주시,2029,335409.5238,70436.0,577.9939394,7.0,1.0,172.3248442,2.087000965,0.298142995,0.934155327,1.0,1308.594434,731.0,43.54558054,37.0,9.268283259,9.0
41830,경기도,양평군,2029,133230.9783,49029.0,230.2787879,8.0,1.0,172.8417752,6.004609517,0.75057619,0.924009677,1.0,519.7983488,290.0,17.29712451,10.0,3.681536622,3.0
41670,경기도,여주시,2029,121389.2405,38359.0,259.6727273,6.0,2.0,213.9174166,4.942777445,1.647592482,0.885097209,0.0,473.5980145,214.0,15.75973422,10.0,3.354316994,2.0
41800,경기도,연천군,2029,40390.05236,15429.0,76.12727273,6.0,1.0,188.4802527,14.85514291,2.475857152,0.815602727,0.0,157.5810881,82.0,5.243763677,0.0,1.116087706,1.0
41370,경기도,오산시,2029,269406.25,43105.0,558.6242424,5.0,2.0,207.353854,1.855933186,0.742373275,0.877918985,0.0,1051.083807,493.0,34.97650104,30.0,7.444432133,6.0
41460,경기도,용인시,2029,1102166.667,224842.0,2848.630303,19.0,4.0,258.4573086,1.723877212,0.362921518,0.917115339,1.0,4300.084116,1452.0,143.092202,125.0,30.45588196,27.0
41430,경기도,의왕시,2029,153668.1416,34729.0,245.5818182,4.0,0.0,159.8130983,2.603011892,0.0,0.948872635,1.0,599.5335867,354.0,19.95044255,16.0,4.246271388,5.0
41150,경기도,의정부시,2029,467262.7119,110274.0,1771.266667,8.0,5.0,379.0729758,1.712098954,1.070061846,0.878791666,0.0,1823.017359,52.0,60.66382916,53.0,12.91174777,8.0
41500,경기도,이천시,2029,232324.2009,50879.0,500.8121212,7.0,2.0,215.5660578,3.013030916,0.860865976,0.891467144,0.0,906.4088367,406.0,30.16220913,24.0,6.419753612,5.0
41480,경기도,파주시,2029,542572.1393,109057.0,1109.90303,11.0,4.0,204.5632184,2.027380177,0.737229155,0.902918844,1.0,2116.835782,1007.0,70.44110889,60.0,14.99275339,11.0
41220,경기도,평택시,2029,669563.6364,110478.0,1578.272727,14.0,6.0,235.7166133,2.090914028,0.896106012,0.861667002,0.0,2612.290904,1035.0,86.92817342,73.0,18.50187607,13.0
41650,경기도,포천시,2029,153241.6107,45666.0,323.3333333,11.0,2.0,210.995781,7.178206981,1.305128542,0.869360267,0.0,597.869484,275.0,19.89506686,9.0,4.234485173,3.0
41450,경기도,하남시,2029,355491.8919,65766.0,1052.848485,5.0,0.0,296.1666662,1.40650184,0.0,0.92471923,1.0,1386.945445,335.0,46.15283619,42.0,9.823214061,10.0
41590,경기도,화성시,2029,1086920.29,149995.0,2561.066667,14.0,4.0,235.6259875,1.288042935,0.368012267,0.888377071,0.0,4240.600642,1680.0,141.1127939,128.0,30.03458283,27.0
48310,경상남도,거제시,2029,227290.4762,47731.0,366.2666667,8.0,3.0,161.1447487,3.519725126,1.319896922,0.867481411,0.0,886.7698471,521.0,29.50869022,22.0,6.280658019,4.0
48880,경상남도,거창군,2029,57462.16216,21261.0,128.0484848,6.0,1.0,222.8396566,10.44165373,1.740275622,0.858844661,0.0,224.1876281,97.0,7.460203222,2.0,1.587836832,1.0
48820,경상남도,고성군,2029,45719.25754,19705.0,79.29090909,5.0,2.0,173.4300016,10.93631058,4.374524232,0.818370651,0.0,178.3728896,100.0,5.93564425,1.0,1.263348233,0.0
48250,경상남도,김해시,2029,537085.8586,106343.0,1279.684848,15.0,6.0,238.2644838,2.792849553,1.117139821,0.864358229,0.0,2095.431153,816.0,69.7288355,55.0,14.84115244,9.0
48840,경상남도,남해군,2029,38027.19665,18177.0,65.25454545,5.0,1.0,171.5996739,13.14848435,2.62969687,0.862072842,0.0,148.3624476,84.0,4.936998615,0.0,1.050795535,1.0
48270,경상남도,밀양시,2029,98841.30982,39240.0,202.6424242,7.0,1.0,205.0179471,7.082059123,1.011722732,0.91278411,1.0,385.6276544,183.0,12.83237926,6.0,2.731255949,2.0
48240,경상남도,사천시,2029,108142.8571,33308.0,249.9030303,7.0,3.0,231.0860254,6.472919419,2.774108322,0.828488894,0.0,421.9174798,173.0,14.03998146,8.0,2.988283162,0.0
48860,경상남도,산청군,2029,32138.833,15973.0,66.54545455,5.0,1.0,207.0562256,15.55750329,3.111500657,0.841625582,0.0,125.389099,59.0,4.172523561,0.0,0.888083929,0.0
48330,경상남도,양산시,2029,361676.8559,82824.0,1477.090909,9.0,3.0,408.4007271,2.488409157,0.829469719,0.871385007,0.0,1411.075975,0.0,46.9558183,38.0,9.994121546,7.0
48720,경상남도,의령군,2029,23834.0249,11488.0,23.48484848,3.0,1.0,98.53496666,12.58704735,4.195682451,0.838942084,0.0,92.98803437,70.0,3.094326121,1.0,0.658599349,0.0
48170,경상남도,진주시,2029,334952.9412,85413.0,1274.648485,10.0,8.0,380.5455418,2.985494011,2.388395209,0.821311501,0.0,1306.813085,33.0,43.48630328,34.0,9.255666631,2.0
48740,경상남도,창녕군,2029,54428.24074,23513.0,100.6,6.0,1.0,184.8305193,11.02368902,1.837281504,0.877681882,0.0,212.3508364,112.0,7.066314975,2.0,1.504001278,1.0
48120,경상남도,창원시,2029,964832.6693,242173.0,3327.70303,29.0,10.0,344.8994977,3.005702535,1.03644915,0.87909897,0.0,3764.27791,437.0,125.2623904,97.0,26.66096769,17.0
48220,경상남도,통영시,2029,112144.6541,35662.0,213.9515152,5.0,1.0,190.7817335,4.458527284,0.891705457,0.917342365,1.0,437.5304211,224.0,14.55952714,10.0,3.098863766,3.0
48850,경상남도,하동군,2029,36791.83673,18028.0,56.93333333,6.0,1.0,154.7444716,16.30796539,2.717994231,0.847489351,0.0,143.5427123,87.0,4.776614186,0.0,1.016659159,1.0
48730,경상남도,함안군,2029,56787.06199,21068.0,105.6424242,5.0,1.0,186.0325584,8.80482248,1.760964496,0.874615433,0.0,221.5537365,116.0,7.372556252,3.0,1.569181966,1.0
48870,경상남도,함양군,2029,33690.78947,15363.0,73.96363636,6.0,1.0,219.5366672,17.80902168,2.968170279,0.815325692,0.0,131.4440303,58.0,4.374011119,0.0,0.930968735,0.0
48890,경상남도,합천군,2029,37115.23438,19003.0,84.72727273,7.0,1.0,228.2816589,18.86017997,2.694311425,0.83561829,0.0,144.8044426,61.0,4.818600287,0.0,1.025595521,1.0
47290,경상북도,경산시,2029,286240.6639,68984.0,633.8121212,6.0,2.0,221.4263035,2.096138235,0.698712745,0.9184903,1.0,1116.762981,483.0,37.16208097,32.0,7.90961307,6.0
47130,경상북도,경주시,2029,249238.2445,79507.0,525.0848485,13.0,2.0,210.6758734,5.21589294,0.802445068,0.911577262,1.0,972.3986842,448.0,32.35812724,20.0,6.887134935,5.0
47830,경상북도,고령군,2029,30805.10441,13277.0,50.52727273,4.0,1.0,164.0224037,12.98486104,3.246215259,0.833163086,0.0,120.1855801,70.0,3.999368115,0.0,0.851229358,0.0
47190,경상북도,구미시,2029,397044.4444,71468.0,936.6242424,10.0,3.0,235.8990928,2.518609727,0.755582918,0.875353852,0.0,1549.062007,613.0,51.54752506,42.0,10.97142483,8.0
47150,경상북도,김천시,2029,133198.7768,43556.0,289.1090909,6.0,2.0,217.0508603,4.504545872,1.501515291,0.897122243,0.0,519.6727152,231.0,17.29294385,12.0,3.680646807,2.0
47280,경상북도,문경시,2029,62836.93046,26203.0,153.3939394,6.0,1.0,244.1143103,9.548524978,1.59142083,0.883197886,0.0,245.1571933,92.0,8.157999167,3.0,1.736356392,1.0
47920,경상북도,봉화군,2029,27045.81673,13577.0,38.63636364,5.0,1.0,142.8552298,18.48714738,3.697429476,0.820288179,0.0,105.5187845,67.0,3.511306946,0.0,0.747349949,0.0
47250,경상북도,상주시,2029,87634.61538,36456.0,186.4363636,9.0,2.0,212.7428332,10.26991442,2.282203204,0.864002281,0.0,341.9049306,156.0,11.37743544,3.0,2.421584305,1.0
47840,경상북도,성주군,2029,40281.87919,18006.0,73.61212121,4.0,1.0,182.7425202,9.930023326,2.482505831,0.874073323,0.0,157.1590524,84.0,5.229719761,2.0,1.113098586,1.0
47170,경상북도,안동시,2029,150123.8671,49691.0,460.6606061,13.0,3.0,306.8536769,8.659515808,1.998349802,0.838078985,0.0,585.7056612,126.0,19.49029613,7.0,4.148333381,2.0
47770,경상북도,영덕군,2029,31099.37888,15021.0,76.47878788,4.0,1.0,245.9174126,12.86199321,3.215498302,0.846719665,0.0,121.3336868,45.0,4.03757321,1.0,0.859360967,0.0
47760,경상북도,영양군,2029,14541.92229,7111.0,22.83030303,4.727272727,1.0,156.9964588,32.5078943,6.876669948,0.668791237,0.0,56.73505737,34.0,1.887950113,0.0,0.401833118,0.0
47210,경상북도,영주시,2029,97103.26087,35734.0,236.2727273,6.0,3.0,243.3211049,6.178989198,3.089494599,0.849819813,0.0,378.8466866,143.0,12.60673167,7.0,2.683228898,0.0
47230,경상북도,영천시,2029,101376.6578,38219.0,227.4848485,8.0,1.0,224.3956877,7.891362935,0.986420367,0.900545826,1.0,395.5192706,169.0,13.16153867,6.0,2.801314554,2.0
47900,경상북도,예천군,2029,53892.18329,19994.0,106.7030303,6.0,1.0,197.9935193,11.13334,1.855556667,0.85355917,0.0,210.2594175,104.0,6.996719655,1.0,1.489188543,1.0
47940,경상북도,울릉군,2029,8797.720798,3088.0,18.74545455,0.0,1.0,213.0717146,0.0,11.36658031,0.650960504,0.0,34.32415496,16.0,1.142191358,2.0,0.243105108,0.0
47930,경상북도,울진군,2029,44413.04348,16344.0,86.63030303,6.0,1.0,195.0559931,13.50954479,2.251590798,0.82386555,0.0,173.2767181,87.0,5.766060963,0.0,1.227253963,1.0
47730,경상북도,의성군,2029,47207.22433,24831.0,93.93939394,6.0,1.0,198.9936821,12.70991905,2.118319842,0.885644092,0.0,184.1781662,91.0,6.128824149,1.0,1.304464829,1.0
47820,경상북도,청도군,2029,39816.32653,19510.0,89.22424242,4.0,1.0,224.0895889,10.04613019,2.511532547,0.881273946,0.0,155.3427067,67.0,5.169277944,2.0,1.100234091,1.0
47750,경상북도,청송군,2029,22872.46964,11299.0,46.22424242,5.0,1.0,202.0955461,21.86034162,4.372068325,0.779828743,0.0,89.23654322,44.0,2.96948923,0.0,0.632028945,0.0
47850,경상북도,칠곡군,2029,105730.1587,26644.0,160.5393939,8.0,1.0,151.8387902,7.566431467,0.945803933,0.863676986,0.0,412.5043788,252.0,13.72674541,6.0,2.921613701,2.0
47110,경상북도,포항시,2029,482330.9353,134088.0,1487.4,18.0,5.0,308.3774834,3.731877573,1.036632659,0.889586204,0.0,1881.805771,395.0,62.62010795,45.0,13.32812402,9.0
29200,광주광역시,광산구,2029,399611.465,62739.0,1266.012121,9.0,9.0,316.8107605,2.252187634,2.252187634,0.742342833,0.0,1559.077193,294.0,51.88079645,43.0,11.04235863,3.0
29155,광주광역시,남구,2029,203135.1351,52612.0,831.9757576,5.0,3.0,409.5676295,2.461415647,1.476849388,0.861587108,0.0,792.5282033,0.0,26.37264824,22.0,5.613179825,3.0
29110,광주광역시,동구,2029,112842.1053,30016.0,1135.442424,4.0,2.0,1006.222298,3.544776119,1.77238806,0.755355285,0.0,440.2515147,0.0,14.6500759,11.0,3.118136251,2.0
29170,광주광역시,북구,2029,427241.3793,99120.0,1400.921212,9.0,6.0,327.8992345,2.10653753,1.404358354,0.865684965,0.0,1666.874824,266.0,55.46793568,47.0,11.8058488,6.0
29140,광주광역시,서구,2029,269363.6364,62223.0,1222.024242,6.0,5.0,453.6708291,2.227472157,1.856226797,0.822261297,0.0,1050.917551,0.0,34.97096859,29.0,7.443254601,3.0
27200,대구광역시,남구,2029,127483.0769,41432.0,986.4060606,8.0,4.0,773.7545127,6.27534273,3.137671365,0.762888249,0.0,497.3730115,0.0,16.55088541,9.0,3.522706375,0.0
27290,대구광역시,달서구,2029,494852.5896,124208.0,2525.769697,11.0,6.0,510.4085034,2.222884194,1.212482288,0.854690507,0.0,1930.658788,0.0,64.24577052,54.0,13.67413161,8.0
27710,대구광역시,달성군,2029,257079.4393,55015.0,512.3878788,6.0,1.0,199.311108,2.333908934,0.388984822,0.923089158,1.0,1002.990969,491.0,33.37613464,28.0,7.10380861,7.0
27140,대구광역시,동구,2029,334978.9474,95469.0,1020.478788,7.0,3.0,304.6396784,2.089683562,0.89557867,0.913867049,1.0,1306.914548,287.0,43.48967962,37.0,9.256385253,7.0
27230,대구광역시,북구,2029,401634.8548,96794.0,1403.30303,17.0,2.0,349.3977212,4.232700374,0.49796475,0.88209103,0.0,1566.971413,164.0,52.1434893,36.0,11.09827043,10.0
27170,대구광역시,서구,2029,157684.5238,52982.0,454.1515152,5.0,2.0,288.0127385,3.170888226,1.26835529,0.909856567,1.0,615.2034322,162.0,20.47188182,16.0,4.357255023,3.0
27260,대구광역시,수성구,2029,388315.5738,94749.0,1572.781818,9.0,1.0,405.0267165,2.317702562,0.257522507,0.906363795,1.0,1515.00647,0.0,50.41427238,42.0,10.73022224,10.0
27110,대구광역시,중구,2029,96990.61033,20659.0,1212.4,8.0,4.0,1250.01791,8.248221114,4.124110557,0.473774466,0.0,378.4071824,0.0,12.59210647,5.0,2.680116056,0.0
30230,대전광역시,대덕구,2029,168409.0909,44460.0,418.7878788,6.0,2.0,248.6729645,3.562753036,1.187584345,0.887997769,0.0,657.0451446,239.0,21.86423196,16.0,4.653604168,3.0
30110,대전광역시,동구,2029,213442.8044,57843.0,605.9272727,8.0,2.0,283.8827359,3.74807669,0.937019173,0.893674258,0.0,832.7433961,227.0,27.71087334,20.0,5.898008943,4.0
30170,대전광역시,서구,2029,452053.1401,93575.0,2320.793939,7.0,3.0,513.3896291,1.548490516,0.663638792,0.857753239,0.0,1763.677478,0.0,58.68919939,52.0,12.49146567,10.0
30200,대전광역시,유성구,2029,384880.5031,61196.0,1136.169697,7.0,1.0,295.200637,1.818746323,0.259820903,0.887427255,0.0,1501.604601,366.0,49.96830369,43.0,10.63530183,10.0
30140,대전광역시,중구,2029,213170.1389,61393.0,1160.084848,6.0,3.0,544.2060762,2.814653136,1.407326568,0.857218927,0.0,831.6795962,0.0,27.67547369,22.0,5.890474448,3.0
26440,부산광역시,강서구,2029,144937.1429,25364.0,279.1151515,5.0,1.0,192.5766895,3.449771329,0.689954266,0.870522409,0.0,565.4697467,287.0,18.81691359,14.0,4.005009993,4.0
26410,부산광역시,금정구,2029,196055.3846,63718.0,562.3030303,7.0,1.0,286.8082565,3.570419662,0.510059952,0.92733294,1.0,764.9066795,203.0,25.45349769,19.0,5.417546939,5.0
26710,부산광역시,기장군,2029,174822.7848,41433.0,437.1939394,5.0,2.0,250.0783521,2.860039099,1.14401564,0.884103755,0.0,682.06806,245.0,22.69690964,18.0,4.830832087,3.0
26290,부산광역시,남구,2029,242380.7829,68109.0,715.369697,7.0,1.0,295.1429104,2.888017736,0.412573962,0.923764784,1.0,945.6444168,231.0,31.46783605,25.0,6.697644501,6.0
26170,부산광역시,동구,2029,86472.72727,28536.0,475.4909091,9.0,4.0,549.8738436,10.4079058,4.625735913,0.712385042,0.0,337.3718443,0.0,11.22658971,3.0,2.389478156,0.0
26260,부산광역시,동래구,2029,260569.8529,70875.0,1109.69697,8.0,4.0,425.8731228,3.070194004,1.535097002,0.857916415,0.0,1016.608758,0.0,33.82928841,26.0,7.200258294,4.0
26230,부산광역시,부산진구,2029,357248.1481,96457.0,2191.70303,9.0,4.0,613.4959808,2.519257286,1.119669905,0.851117437,0.0,1393.797448,0.0,46.3808476,38.0,9.871744228,6.0
26320,부산광역시,북구,2029,252446.2541,77501.0,809.0787879,5.0,3.0,320.4954618,1.980619605,1.188371763,0.909751244,1.0,984.9146778,176.0,32.77461702,28.0,6.975781021,4.0
26530,부산광역시,사상구,2029,191155.8442,58876.0,607.2,5.0,3.0,317.6465793,2.615666825,1.569400095,0.892055165,0.0,745.7912075,139.0,24.81739967,20.0,5.282159225,3.0
26380,부산광역시,사하구,2029,272406.3492,85808.0,814.5393939,6.0,1.0,299.0163028,2.202591833,0.367098639,0.939814585,1.0,1062.788642,249.0,35.36599821,30.0,7.527333086,7.0
26140,부산광역시,서구,2029,97139.94169,33319.0,1200.739394,6.0,4.0,1236.092356,6.176655962,4.117770641,0.694541389,0.0,378.9897962,0.0,12.61149387,7.0,2.68424249,0.0
26500,부산광역시,수영구,2029,164537.9538,49855.0,772.6727273,7.0,3.0,469.6015171,4.254337579,1.823287534,0.847154994,0.0,641.9419703,0.0,21.3616496,15.0,4.546634053,2.0
26470,부산광역시,연제구,2029,217481.4815,58720.0,744.9333333,8.0,1.0,342.527248,3.678474114,0.459809264,0.903676026,1.0,848.5002245,104.0,28.2352071,21.0,6.009608645,6.0
26200,부산광역시,영도구,2029,98431.57895,37404.0,270.9939394,4.0,2.0,275.3119906,4.063736499,2.031868249,0.895410376,0.0,384.0290965,114.0,12.77918468,9.0,2.719933963,1.0
26110,부산광역시,중구,2029,36318.0593,13474.0,301.1393939,6.0,1.0,829.1725928,16.52070655,2.753451091,0.722543963,0.0,141.6942779,0.0,4.715104563,0.0,1.003567392,1.0
26350,부산광역시,해운대구,2029,343406.4748,95467.0,1574.709091,7.0,3.0,458.5554456,2.038400704,0.873600302,0.891217602,0.0,1339.7944,0.0,44.58380948,38.0,9.489260905,7.0
11680,서울특별시,강남구,2029,561775.0,112355.0,8216.430303,9.0,5.0,1462.583829,1.602064884,0.890036046,0.654967328,0.0,2191.75541,0.0,72.93417977,64.0,15.523381,11.0
11740,서울특별시,강동구,2029,478739.1304,110110.0,2470.575758,7.0,3.0,516.0588723,1.462174189,0.626646081,0.875005144,0.0,1867.792406,0.0,62.15379076,56.0,13.22887263,11.0
11305,서울특별시,강북구,2029,262399.3399,79507.0,858.8606061,6.0,3.0,327.3105055,2.286591118,1.143295559,0.906345272,1.0,1023.746469,165.0,34.06680723,29.0,7.250812028,5.0
11500,서울특별시,강서구,2029,528873.4177,125343.0,2448.727273,8.0,5.0,463.0081964,1.51264929,0.945405806,0.873237681,0.0,2063.390458,0.0,68.66262992,61.0,14.61422022,10.0
11620,서울특별시,관악구,2029,465145.4545,102332.0,1323.878788,7.0,4.0,284.6160862,1.504905601,0.859946058,0.898553627,0.0,1814.756916,491.0,60.38894967,54.0,12.85324215,9.0
11215,서울특별시,광진구,2029,328903.2258,71372.0,1284.460606,5.0,2.0,390.5284306,1.520204002,0.608081601,0.88975498,0.0,1283.210226,0.0,42.70088024,38.0,9.088496435,8.0
11530,서울특별시,구로구,2029,402618.3206,105486.0,1640.50303,8.0,2.0,407.4586144,1.986993535,0.496748384,0.907037951,1.0,1570.808388,0.0,52.2711708,45.0,11.12544629,10.0
11545,서울특별시,금천구,2029,235398.4674,61439.0,690.7757576,4.0,1.0,293.449556,1.699246407,0.424811602,0.929545491,1.0,918.4030342,228.0,30.56133531,27.0,6.504704011,6.0
11350,서울특별시,노원구,2029,465195.2191,116764.0,1680.648485,7.0,3.0,361.2781077,1.504744613,0.644890548,0.908973969,1.0,1814.951072,135.0,60.39541051,54.0,12.85461728,10.0
